num,id,name,price,rating,review,rank,img_src,url
97,B0029TAT9M,"Campbell's Condensed Chicken Broth, 10.5 oz. Can (Pack of 12) (Packaging May Vary)",out of stock,4.7 out of 5 stars,335,not be a best,https://m.media-amazon.com/images/I/81b9L3xtVgL._AC_UL320_.jpg,https://www.amazon.com//Campbells-Condensed-Chicken-Broth-10-5-Pack/dp/B0029TAT9M/ref=sr_1_53?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-53
98,B01N9CV3MN,Chickens,$14.99,4.6 out of 5 stars,194,not be a best,https://m.media-amazon.com/images/I/617zA+Nbs5L._AC_UL320_.jpg,https://www.amazon.com//Chickens/dp/B01N9CV3MN/ref=sr_1_54?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-54
99,B08TR91JSD,"Gourmet Chicken Sampler from Omaha Steaks (Chicken Cordon Bleu, Stuffed Chicken with Wild Rice, Stuffed Chicken Parmesan, Broccoli & Cheese Stuffed Chicken Breasts, and more)",$79.99,5.0 out of 5 stars,1,not be a best,https://m.media-amazon.com/images/I/81DhHt3P2TL._AC_UL320_.jpg,https://www.amazon.com//Omaha-Steaks-Parmesan-Broccoli-Artichoke/dp/B08TR91JSD/ref=sr_1_55?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-55
100,B00BHR2IHI,"Campbell's Condensed Chicken Noodle Soup, 10.75 Ounce Can with Pop-Top Lid (Pack of 4) (Packaging May Vary)",out of stock,4.7 out of 5 stars,"8,366",Best Seller,https://m.media-amazon.com/images/I/81gU+PVd2-L._AC_UL320_.jpg,https://www.amazon.com//Campbells-Condensed-Chicken-Noodle-10-75/dp/B00BHR2IHI/ref=sr_1_56?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-56
101,B000F2RIQC,"Lawry's Perfect Blend Chicken Rub And Seasoning, 24.5 oz",out of stock,4.7 out of 5 stars,"1,794",not be a best,https://m.media-amazon.com/images/I/81CIh0OpJ9L._AC_UL320_.jpg,https://www.amazon.com//Lawrys-Perfect-Chicken-Seasoning-Thanksgiving/dp/B000F2RIQC/ref=sr_1_57?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-57
102,B06Y6LW1VT,Badia Rotisserie Chicken Seasoning 22 oz,$16.40,4.6 out of 5 stars,490,not be a best,https://m.media-amazon.com/images/I/81eA5aKvMvL._AC_UL320_.jpg,https://www.amazon.com//Badia-Rotisserie-Chicken-Seasoning-22/dp/B06Y6LW1VT/ref=sr_1_58?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-58
103,B00W4QQLCE,"Simply Organic Chicken Grilling Seasons, Certified Organic, Vegan, Vegetarian | 1.1 oz",out of stock,4.6 out of 5 stars,171,not be a best,https://m.media-amazon.com/images/I/51KFRhgQMnL._AC_UL320_.jpg,https://www.amazon.com//Simply-Organic-Grilling-Seasons-Chicken/dp/B00W4QQLCE/ref=sr_1_59?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-59
104,B06XCDQ3M2,Herb-Ox Bouillon Cubes Chicken Bouillon 25 Count 3.33-oz (Pack of 2),out of stock,4.7 out of 5 stars,192,not be a best,https://m.media-amazon.com/images/I/A1T-BvpQ49L._AC_UL320_.jpg,https://www.amazon.com//Herb-Ox-Bouillon-Cubes-Chicken-3-33-oz/dp/B06XCDQ3M2/ref=sr_1_60?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-60
105,B08L4VXCSW,"Chicken of the Sea Infusions Tuna, 6 Flavor Variety Pack, 2.8 Oz Cups (Pack of 6)",out of stock,4.5 out of 5 stars,"2,551",not be a best,https://m.media-amazon.com/images/I/710RuJehYXL._AC_UL320_.jpg,https://www.amazon.com//Chicken-Sea-Infusions-Flavor-Variety/dp/B08L4VXCSW/ref=sr_1_61?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-61
106,B011Q21H1G,Chicken Shit Poultry Seasoning,$14.15,4.7 out of 5 stars,"1,032",not be a best,https://m.media-amazon.com/images/I/61B4OYizaeL._AC_UL320_.jpg,https://www.amazon.com//Big-Cock-Chicken-Poultry-Seasoning/dp/B011Q21H1G/ref=sr_1_62?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-62
107,B01LVZAWYG,Rub Your Chicken Rotisserie Flavor Seasoning - Pack of 3 6 Ounce Jars,$27.79,5.0 out of 5 stars,16,not be a best,https://m.media-amazon.com/images/I/41+1knUixjL._AC_UL320_.jpg,https://www.amazon.com//Your-Chicken-Rotisserie-Flavor-Seasoning/dp/B01LVZAWYG/ref=sr_1_63?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-63
108,B0001DMTNC,Lee Kum Kee Chicken Bouillon - Chicken Powder (8 oz.),$13.00,4.5 out of 5 stars,468,not be a best,https://m.media-amazon.com/images/I/71FSaE+jaFL._AC_UL320_.jpg,https://www.amazon.com//Lee-Kum-Kee-Chicken-Bouillon/dp/B0001DMTNC/ref=sr_1_64?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-64
109,B08MCQ2VHP,"Vegan Chicken Protein & Original Chicken Salt Seasoning Combo - Plant Based Chick'n Mix, Meat Substitute, Soy Free Meatless Products, TVP, 5.8oz - Chicken Salt is Vegan, Keto & Paleo Friendly",$19.99,3.9 out of 5 stars,291,not be a best,https://m.media-amazon.com/images/I/81plaUz7uQL._AC_UL320_.jpg,https://www.amazon.com//Vegan-Chicken-Protein-Original-Seasoning/dp/B08MCQ2VHP/ref=sr_1_65?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-65
110,B07GBHMH36,Kirkland Signature Organic Gluten-Free Chicken Stock Reasealable Cartons: 6-Count (32 fl oz.),out of stock,4.7 out of 5 stars,234,not be a best,https://m.media-amazon.com/images/I/514+mMsaycL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Organic-Gluten-Free-Reasealable/dp/B07GBHMH36/ref=sr_1_66?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-66
111,B00V54CUQC,"Swanson Unsalted Chicken Stock, 32 oz. (Pack of 12)",out of stock,4.7 out of 5 stars,557,not be a best,https://m.media-amazon.com/images/I/81gaCC7trBL._AC_UL320_.jpg,https://www.amazon.com//Swanson-Unsalted-Chicken-Cooking-Stock-Carton/dp/B00V54CUQC/ref=sr_1_67?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-67
112,B086GPJHTC,Swanson Natural Goodness Chicken Broth Carton - 32oz (Pack of 2),$17.02,4.5 out of 5 stars,39,not be a best,https://m.media-amazon.com/images/I/41c6uSdJePL._AC_UL320_.jpg,https://www.amazon.com//Swanson-Natural-Goodness-Chicken-Carton/dp/B086GPJHTC/ref=sr_1_68?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-68
113,B009ITMD4A,LOUISIANA Fish Fry Products Seasoned Chicken Fry 1 Gallon (5.25 lbs),out of stock,4.7 out of 5 stars,289,not be a best,https://m.media-amazon.com/images/I/61JU7dFdWQS._AC_UL320_.jpg,https://www.amazon.com//LOUISIANA-Products-Seasoned-Chicken-Gallon/dp/B009ITMD4A/ref=sr_1_69?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-69
114,B08HLN3LG1,"Kiss My Keto Chicken Bone Broth Powder Travel Packets — Collagen Protein (10g) + MCT Oil (1.5g), 18 Amino Acids | Low Carb Salt & Pepper Chicken (15 Pack), Instant Bone Broth Soup",out of stock,3.9 out of 5 stars,"1,099",not be a best,https://m.media-amazon.com/images/I/81pwFBx0tLL._AC_UL320_.jpg,https://www.amazon.com//Kiss-My-Keto-Chicken-Packets/dp/B08HLN3LG1/ref=sr_1_70?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-70
115,B01CNWX9EQ,Brunswick Chicken Salad With Crackers 12 Packs 3.0 oz ready to eat,out of stock,3.7 out of 5 stars,42,not be a best,https://m.media-amazon.com/images/I/71jv-M6EdgL._AC_UL320_.jpg,https://www.amazon.com//Brunswick-Chicken-Salad-Crackers-Packs/dp/B01CNWX9EQ/ref=sr_1_71?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-71
116,B018BCOB4E,"BUMBLE BEE Snack on the Run Chicken Salad with Crackers, Canned Food, High Protein Snacks & Groceries, 3.5 Ounce (Pack of 3)",out of stock,4.4 out of 5 stars,"5,291",not be a best,https://m.media-amazon.com/images/I/81HoRNcqlkL._AC_UL320_.jpg,https://www.amazon.com//BUMBLE-Chicken-Crackers-Protein-Groceries/dp/B018BCOB4E/ref=sr_1_72?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-72
117,B006VS0622,"Swanson Chicken á la King Made with White and Dark Meat Chicken, 10.5 Ounce Can (Pack of 12)",out of stock,4.6 out of 5 stars,"1,230",not be a best,https://m.media-amazon.com/images/I/81JRYjLJvgL._AC_UL320_.jpg,https://www.amazon.com//Swanson-Chicken-King-10-5-Ounce/dp/B006VS0622/ref=sr_1_73?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-73
118,B06XCKMG4X,"Knorr Homestyle Stock For Rich Authentic Flavor Chicken Low-Fat and MSG-Free 4.66 oz, 4 Count",$15.49,4.8 out of 5 stars,"1,336",not be a best,https://m.media-amazon.com/images/I/81IKZOeu1vL._AC_UL320_.jpg,https://www.amazon.com//Knorr-Homestyle-Stock-Chicken-Concentrated/dp/B06XCKMG4X/ref=sr_1_74?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-74
119,B002TXGVIQ,"Sylvia's Crispy Fried Chicken Mix, 10-Ounce Packages (Pack of 9)",out of stock,4.7 out of 5 stars,520,not be a best,https://m.media-amazon.com/images/I/91zvPsy32hL._AC_UL320_.jpg,https://www.amazon.com//Sylvias-Crispy-Chicken-10-Ounce-Packages/dp/B002TXGVIQ/ref=sr_1_75?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-75
120,B089P3TBS5,Bourbon Chicken Grill n’ Dipping Sauce + Marinade Mixed Pack | Starter Kit To Make Authentic Food Court Restaurant Bourbon Chicken Flavor | Great Value & Gourmet Food Gift | Easy To Follow Recipes,$26.95,4.7 out of 5 stars,68,not be a best,https://m.media-amazon.com/images/I/811wuuXYIfL._AC_UL320_.jpg,https://www.amazon.com//Bourbon-Chicken-Marinade-Authentic-Restaurant/dp/B089P3TBS5/ref=sr_1_76?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-76
121,B008R82G7W,Nabisco Chicken in a Biskit Family Size 12 Oz. (2pk),$17.99,4.8 out of 5 stars,139,not be a best,https://m.media-amazon.com/images/I/91fp9N76ERL._AC_UL320_.jpg,https://www.amazon.com//Nabisco-Chicken-Biskit-Family-Size/dp/B008R82G7W/ref=sr_1_80?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-80
122,B00KO2I0D8,Anchor Original Chicken Chippy Salt 170g,out of stock,4.6 out of 5 stars,209,not be a best,https://m.media-amazon.com/images/I/51S8E9AHjEL._AC_UL320_.jpg,https://www.amazon.com//Anchor-Original-Chicken-Chippy-Salt/dp/B00KO2I0D8/ref=sr_1_81?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-81
123,B08FZNQ1R5,"Louisiana Fish Fry Product Fish Fry, Air Fry Chicken Coating Mix, 5 oz",$8.96,4.2 out of 5 stars,51,not be a best,https://m.media-amazon.com/images/I/71waZWNHGDL._AC_UL320_.jpg,https://www.amazon.com//Louisiana-Fish-Product-Chicken-Coating/dp/B08FZNQ1R5/ref=sr_1_82?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-82
124,B005E0A1MI,Breville RM-JE98XL Juice Fountain Plus 850-Watt Juice Extractor (Renewed),out of stock,4.5 out of 5 stars,"1,052",not be a best,https://m.media-amazon.com/images/I/81eBENeMPHL._AC_UL320_.jpg,https://www.amazon.com//Breville-RM-JE98XL-Extractor-Certified-Refurbished/dp/B005E0A1MI/ref=sr_1_83?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-83
125,B000JLOOO8,"Knorr Granulated Bouillon, Tomato Chicken 7.9 oz",out of stock,4.7 out of 5 stars,191,not be a best,https://m.media-amazon.com/images/I/81WBAUqMV+L._AC_UL320_.jpg,https://www.amazon.com//Knorr-Granulated-Bouillon-Tomato-Chicken/dp/B000JLOOO8/ref=sr_1_84?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-84
126,B07Q626G6M,"Nick's Sticks | Free Range Chicken Snack Sticks | Gluten Free | Paleo, Keto, Whole30 Approved | No Sugar, Soy, Antibiotics or Hormones (6 - 1.7oz. Packages of 2 Sticks)",out of stock,4.2 out of 5 stars,140,not be a best,https://m.media-amazon.com/images/I/61ipW9yA+VL._AC_UL320_.jpg,https://www.amazon.com//Nicks-Sticks-Range-Chicken-Snack/dp/B07Q626G6M/ref=sr_1_85?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-85
127,B07C6P6J4X,"Kirkland Signature Premium Chunk Chicken Breast Packed in Water, 12.5 Ounce, 12 count",$33.38,4.6 out of 5 stars,64,not be a best,https://m.media-amazon.com/images/I/81YsnC5xvKL._AC_UL320_.jpg,https://www.amazon.com//Kirkland-Signature-Premium-Chicken-Breast/dp/B07C6P6J4X/ref=sr_1_86?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-86
128,B06VX3XL6D,"Knorr Pasta Sides For a Delicious Easy Pasta Meal Chicken Broccoli No Artificial Flavors, No Colors from Artificial Sources, No Added MSG 4.2 oz, Pack of 8",out of stock,4.7 out of 5 stars,"4,528",not be a best,https://m.media-amazon.com/images/I/81WAvIA2gPL._AC_UL320_.jpg,https://www.amazon.com//Knorr-Pasta-Side-Chicken-Broccoli/dp/B06VX3XL6D/ref=sr_1_87?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-87
129,B0849W4S2N,"Serenity Kids Baby Food Pouches, Free Range Chicken with Organic Peas and Carrots, For 6+ Months, 3.5 Ounce Pouch (12 Count)",$41.95,4.5 out of 5 stars,904,not be a best,https://m.media-amazon.com/images/I/61-cZtk3CvL._AC_UL320_.jpg,https://www.amazon.com//Serenity-Kids-Chicken-Organic-Carrots/dp/B0849W4S2N/ref=sr_1_88?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-88
130,B01M2YYCAA,"19-2, Season 3",$1.99,4.8 out of 5 stars,181,not be a best,https://m.media-amazon.com/images/I/81s7Qv6C2KL._AC_UL320_.jpg,https://www.amazon.com//Chicken/dp/B01MF9G6UT/ref=sr_1_89?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-89
131,B07VXCHDH5,"Vejje Meat-Free Mixes - CHICKEN-FREE MIX (2-Pack)(Two 8oz Bags, Each Bag Makes 1.25 lbs for 2.5 lbs Total) Vegan Meat Substitute. Plant-Based Meat Alternative for Sandwiches, Nuggets, BBQ & More",out of stock,4.2 out of 5 stars,517,not be a best,https://m.media-amazon.com/images/I/81fvQh4vELS._AC_UL320_.jpg,https://www.amazon.com//Vejje-Meat-Free-CHICKEN-FREE-Single-Pounds/dp/B07VXCHDH5/ref=sr_1_90?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-90
132,B07KY5NZBB,"Stubb's Stubbs Chicken Rub, 5.04 OZ",$10.87,4.8 out of 5 stars,71,not be a best,https://m.media-amazon.com/images/I/91q3xiyABtL._AC_UL320_.jpg,https://www.amazon.com//Stubbs-Chicken-Rub-5-04-Pack/dp/B07KY5NZBB/ref=sr_1_91?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-91
133,B005VBD2YO,"Campbell's Condensed Soup, Cream of Chicken with Herbs, 10.5 Ounce (Pack of 12) (Packaging May Vary)",out of stock,4.8 out of 5 stars,"4,024",Best Seller,https://m.media-amazon.com/images/I/81zp3linhlL._AC_UL320_.jpg,https://www.amazon.com//Campbells-Condensed-Cream-Chicken-Herbs-Soup/dp/B005VBD2YO/ref=sr_1_92?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-92
134,B000PYEI9A,The Chicken's Greatest Hits,out of stock,no rating,no review,not be a best,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UL320_.gif,https://www.amazon.com//Chickens-Greatest-Hits-Ted-Giannoulas/dp/B000PYEI9A/ref=sr_1_93?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-93
135,B08YMFDGJZ,4 (3 oz.) Fully Cooked Italian Chicken Breasts,$15.99,4.3 out of 5 stars,11,not be a best,https://m.media-amazon.com/images/I/71W0Djhtc8L._AC_UL320_.jpg,https://www.amazon.com//Fully-Cooked-Italian-Chicken-Breasts/dp/B08YMFDGJZ/ref=sr_1_94?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-94
136,B001HTJDTM,Valley Fresh Organic White Chicken - 5 oz.-Pack of 12,$53.73,4.3 out of 5 stars,74,not be a best,https://m.media-amazon.com/images/I/61Ad0eErd3L._AC_UL320_.jpg,https://www.amazon.com//Valley-Fresh-Organic-White-Chicken/dp/B001HTJDTM/ref=sr_1_95?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-95
137,B002HQUZIM,"Savory Choice Chicken Broth Concentrate, 5.1 Ounce box",$11.25,4.8 out of 5 stars,"1,285",not be a best,https://m.media-amazon.com/images/I/41chyti60NL._AC_UL320_.jpg,https://www.amazon.com//Savory-Choice-Chicken-Broth-Concentrate/dp/B002HQUZIM/ref=sr_1_96?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-96
138,B01CNZ9EW4,Cook's Delight Chicken Base made with Organic Meat and Broth CH-1004 (1 Pack),out of stock,4.4 out of 5 stars,158,not be a best,https://m.media-amazon.com/images/I/5126Pg03W6L._AC_UL320_.jpg,https://www.amazon.com//Chicken-Organic-Broth-Cooks-Delight/dp/B01CNZ9EW4/ref=sr_1_97?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-97
139,B01N8T6GZR,Lefty's Original Fish & Chicken Mix,$10.09,4.6 out of 5 stars,460,not be a best,https://m.media-amazon.com/images/I/61RFh+iy3pL._AC_UL320_.jpg,https://www.amazon.com//Leftys-Spices-Fish-Chicken-Mix/dp/B01N8T6GZR/ref=sr_1_98?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-98
140,B071CDLM1Q,"Knorr Rice Sides For A Tasty Rice Side Dish Creamy Chicken No Artificial Flavors 5.7 Oz, Pack of 8",out of stock,4.7 out of 5 stars,"9,852",Best Seller,https://m.media-amazon.com/images/I/81XYkWbVGaL._AC_UL320_.jpg,https://www.amazon.com//Knorr-Creamy-Chicken-Artificial-Flavors/dp/B071CDLM1Q/ref=sr_1_99?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-99
141,B01MXPKABB,"Sylvia's Chicken Fry Mix, 10 oz",$8.28,4.5 out of 5 stars,125,not be a best,https://m.media-amazon.com/images/I/71eGRSJsclL._AC_UL320_.jpg,https://www.amazon.com//Sylvias-Chicken-Fry-Mix-10/dp/B01MXPKABB/ref=sr_1_100?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-100
142,B08VBNGKJH,National Foods Butter Chicken Recipe Mix 1.65 oz (47g) | South Asian Meat Curry Masala Powder | Traditional Spicy Food | Box Pack | Pack of 4,out of stock,3.1 out of 5 stars,4,not be a best,https://m.media-amazon.com/images/I/61I6+a6mbaS._AC_UL320_.jpg,https://www.amazon.com//National-Foods-Butter-Chicken-Traditional/dp/B08VBNGKJH/ref=sr_1_101?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-101
143,B007UHSEY0,"Louisiana Fish Fry, Seasoned Chicken Fry, 22-Ounce Box, 1 pkg.",out of stock,4.4 out of 5 stars,241,not be a best,https://m.media-amazon.com/images/I/51QDE8uUX5L._AC_UL320_.jpg,https://www.amazon.com//Louisiana-Fish-Fry-Seasoned-22-Ounce/dp/B007UHSEY0/ref=sr_1_102?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-102
144,B072JBH316,"Campbell's Condensed Healthy Request Cream of Chicken Soup, 10.5 oz. Can (Pack of 12) (Packaging May Vary)",out of stock,4.7 out of 5 stars,"4,427",not be a best,https://m.media-amazon.com/images/I/812ieVNNd4L._AC_UL320_.jpg,https://www.amazon.com//Campbells-Condensed-Healthy-Request-Cream-Chicken-Soup-10-5/dp/B072JBH316/ref=sr_1_103?crid=3Q2KXWLT7LP4R&dchild=1&keywords=chicken&qid=1621854996&sprefix=ch%2Caps%2C415&sr=8-103
