num,title,author,author_id,story,likeCount,emocount,allemos,tags,dateTime,post_link,img_src
26,ไก่ได้พลอย,สมาชิกหมายเลข 2148931,2148931,"
								ไก่ได้พลอย

วันศุกร์ที่ 26 มีนาคม พ.ศ. 2564 วันศุกร์สุดท้ายของเดือนที่ไม่มีอะไรคลี่คลายแม้แต่ฝุ่นควันที่เชียงใหม่ ทุกอย่างล้วนมีคุณค่าในตัวเองไม่อย่างใดก็อย่างหนึ่งจะทำให้ทุกคนเห็นคุณค่านั้นได้ก็ต่อเมื่อเกิดความต้องการที่จะใช้บางทีก็หาได้ยากทั้งที่ไม่มีค่ามีราคาแต่อย่างไร ตรงข้ามกับของมีราคาคุณค่าสูงที่วางตรงหน้า ถ้าไม่ได้นำออกมาใช้ประโยชน์อะไรก็ดูเหมือนจะเป็นของไร้ค่าอยู่รกที่รกทางไป ดูเหมือนคุณค่าจะเป็นแบบอิงประโยชน์ของสิ่งนั้น นิทานเรื่องนี้จึงสอนให้รู้ว่า ไก่ได้พลอยไง
       แนะนำเมนูอาหารเช้าวันศุกร์นี้ ผัดหัวไชโปว้ใส่ไข่..เกาเหลาลูกชิ้น..หมูผัดพริกขิง..เนื้อปลาผัดคึ่นไฉ่ ขอให้เพื่อนๆมีความสุขความสำเร็จในชีวิต สิ่งศักดิ์สิทธิเทพยดา ศาสนาที่เคารพดลบันดาลให้ท่านเกิดสุขสมหวังปลอดภัยไร้โรคาเบียดเบียน เจริญก้าวหน้ายิ่งขึ้นไป โชคดีในศุกร์นี้และตลอดไป
       Noohom Ja
       26 / 3 / 64
   																															",0,2,"['2', '0', '0', '0', '0', '0']",['อาหาร'],03/26/2021 04:49:05,https://pantip.com/topic/40604200,https://f.ptcdn.info/964/072/000/qqjokq9ymcRBD7DqnkS-o.jpg
27,ไก่พันธุ์อะไรครับ,เฮียกุ่ย ณ. แพร่,536125,"
								ของข้างบ้าน  ถามเจ้าของก็ไม่รู้  บอกว่าเค้าให้มาไม่ได้ถาม


																																	   แก้ไขข้อความเมื่อ   
							",0,0,"['0', '0', '0', '0', '0', '0']","['สัตว์เลี้ยง', 'ชีววิทยา']",05/08/2021 08:36:08,https://pantip.com/topic/40693612,https://f.ptcdn.info/412/073/000/qsrlr3t5wco9XK37D90-o.jpg
28,ไก่ต้มโค้ก,สมาชิกหมายเลข 5136421,5136421,"
								
สัดส่วนวัตถุดิบ
เนื้อไก่500กรัม
โค้ก1ขวด
รากผักชี
เกลือป่น
ผักชี
พริกไทยป่น
ซีอิ๊วดำ
ซอสปรุงรส
ซอสหอย
ผงปรุงรส  
วิธีทำ
นำไก่มาล้างน้ำให้สะอาดแล้วตัดเป็นชิ้นขนาดพอดีหมักด้วยซอสปรุงรสซอสหอยซีอิ๊วดำผงปรุงรสซอสปรุงรสหมักทิ้งไว้สัก20นาทีเพื่อให้เครื่องปรุงเข้าเนื้อไก่เมื่อหมักครบ20นาทีแล้วนำโค้กใส่หม้อตั้งไฟใส่รากผักชีเกลือนิดหน่อยพอโค้กเดือดใส่เนื้อไก่ลงหม้อเคี่ยวไก่จนกระทั่งน้ำโค้กงวดลงเป็นน้ำเหนียวๆก็ต้มเสร็จแล้วค่ะตักใส่ถ้วยโรยด้วยผักชีพร้องทานเลยค่ะง่ายมากๆลองไปทำทานกันดูนะคะ           																															",0,1,"['1', '0', '0', '0', '0', '0']","['เมนูต้ม', 'เมนูตุ๋น', 'ทำอาหาร', 'เมนูอาหาร', 'สูตรอาหาร']",01/03/2021 05:12:50,https://pantip.com/topic/40423980,https://f.ptcdn.info/137/072/000/qmbu2b4sklEk50igMyz-o.jpg
29,ไก่นำเข้าตายในท้องตัวเงินตัวทอง,สมาชิกหมายเลข 6304133,6304133,"
								อยากทราบว่าไก่นำเข้าตายในท้องตัวเงินตัวทองรสชาติมันจะอร่อยกว่าไก่เกรดพรีเมี่ยมไหมครับ 

#ไก่ #ไก่นำเข้า #ตัวเงินตัวทอง #ไก่นำเข้าตายในท้องตัวเงินตัวทอง																																	   แก้ไขข้อความเมื่อ   
							",0,0,"['0', '0', '0', '0', '0', '0']",['วัตถุดิบทำอาหาร'],02/05/2021 01:19:54,https://pantip.com/topic/40498978,no img
30,แนำนำเมนูไก่หน่อยค่ะ,สมาชิกหมายเลข 6201597,6201597,"
								อยากกินไก่มากๆ แต่ไม่เอาไก่ทอดนะคะ กะเพราไก่ก็ไม่เอา ในใจคือไก่ทอดค่ะแต่ลดน้ำหนักอยู่เลยข่มใจไว้ อกไก่ก็ไม่เอาค่ะ มีเมนูไก่แนะนำมั้ยคะ555555																															",0,0,"['0', '0', '0', '0', '0', '0']","['อาหาร', 'เมนูอาหาร']",12/10/2020 16:59:55,https://pantip.com/topic/40376784,no img
31,ไก่หลง,สมาชิกหมายเลข 2148931,2148931,"
								ไก่หลง

ไก่หลง
    วันอังคาร 8 กันยายน 2563 เชียงใหม่ ครึ้มๆในบางพื้นที่ แต่วันนี้ต้องไปทำงานฟังเรื่องราววันสงกรานต์ที่ผ่านมา มีแต่ผู้คนที่งุนงงสงสัยว่าทำไมยิ่งยากจนยิ่งต้องให้หยุดทำมาหากินกันหรืออย่างไร รายการอาหารเช้านี้ ข้าวมันไก่ต้ม สูตรดั้งเดิม ทำง่ายกินง่ายไปตามประสาบ้านๆ พอให้อิ่มท้องเอาไว้ก่อน
    เห็นไก่แล้วนึกถึงเรื่องที่เกี่ยวข้องกับไก่มากมาย ไม่ว่าจะเป็นไก่ตัวเป็นๆไปจนถึงน้องไก่ที่สามีตายจากไปเธอถูกทอดทิ้งให้อยู่ตามลำพัง แต่อย่างไรก็ตามด้วยหุ่นไก่แม่ไข่ของเธอไม่นานก็มีชายเพื่อนสามีอาสามาเยียวยาดูแลช่วยเหลือกันต่อไป หันกลับมามองไก่ในจานมีที่มาที่ไปจากไก่บ้านกลายเป็นไก่โรงงานถูกผลิตออกมาตามอายุเวลาที่กำหนด จากฟองไข่มีเชื้อถูกฟักในตู้ฟัก 21 วัน ออกมาเป็นลูกเจี๊ยบ หยอดยาฉีดวัคซีนปล่อยเข้ากรงเปิดไฟให้อาหารน้ำตามกำหนดเวลา คุมอุณหภูมิ แสง พื้นที่จำนวนไก่ตามฤดูกาล รักษาความสะอาด ประมาณ 6 สัปดาห์ มีรถมารับนำออกกรงไปสู่โรงงาน หักค่าอาหาร ค่ายารักษา ค่าพันธ์ลูกเจี๊ยบออกไปที่เหลือเป็นรายได้สำหรับคนเลี้ยงในขั้นตอนที่ 1 ไม่ถึงกับทำให้คนเลี้ยงร่ำรวยแต่ก็พอดีกับหนี้ที่ก่อมา แต่ก็มีมากรายที่โรงเลี้ยงกลายเป็นโรงร้างในที่สุด ต้องปล่อยไก่ที่ขายไม่ออกให้หากินเอาเอง เธอถึงได้กลายเป็น ไก่หลง มาที่นี่ไง มีผู้ให้คำนิยาม ไก่หลง หมายถึง ผู้หญิงที่รู้ไม่เท่าทันโลก พลัดมาอยู่ในที่ของผู้ชายให้หลอกล่อลวงไปทำมิดีมิร้ายได้
    ขอให้เพื่อนประสบความสำเร็จในการทำงานติดต่อกิจการลุล่วงสมดังปรารถนา โชคดี ในวันอังคารนี้ อย่าริทำตัวเป็นไก่หลงล่ะ อันตราย
      Noohom Ja
      8 / 9 / 63
     																															",1,1,"['1', '0', '0', '0', '0', '0']","['อาหาร', 'เมนูอาหาร']",09/08/2020 04:49:03,https://pantip.com/topic/40182620,https://f.ptcdn.info/823/070/000/qgb5w0klvDntLmbDS3E-o.jpg
32,ทำไมไก่นุ่มคลาสสิก/ไก่ต้นตำรับไม่ได้เสิร์ฟเป็นค่าเริ่มต้นในร้านเคเอฟซี,คุณน้าพุงออปัง,1055793,"
								เหมือนค่า default จะเป็นสูตรไก่กรอบ hot and spicy																															",0,1,"['1', '0', '0', '0', '0', '0']","['KFC', 'อาหารฟาสต์ฟู้ด', 'ร้านอาหาร']",01/30/2021 08:25:03,https://pantip.com/topic/40485664,no img
33,ไก่ไข่,สมาชิกหมายเลข 6090671,6090671,"
								ซื้อไก่ไข่สาว มา20ตัว  เเรกๆออกไข่สันล่ะ 12-15ฟอง
 ปัจจุบันนี้ ออกวันล่ะ 8 ฟอง มีวิธีแนะนำบ้างไหมค่ะ																															",0,0,"['0', '0', '0', '0', '0', '0']",[],09/01/2020 11:57:23,https://pantip.com/topic/40168399,no img
34,หัวไก่กินได้มั้ยคะ,สมาชิกหมายเลข 5547549,5547549,"
								คือเราไปดูวงๆนึงมาอ่ะค่ะ แล้วเค้าถามว่าหัวไก่กินได้มั้ย เราก็เลยสงสัยว่าสรุปหัวไก่กินได้มั้ย																															",0,0,"['0', '0', '0', '0', '0', '0']",[],01/20/2021 23:13:22,https://pantip.com/topic/40463878,no img
35,ช่วยน้องไก่ด้วยยยยยย,สมาชิกหมายเลข 5366643,5366643,"
								2-3วันมานี้บ้านเราหนาวมากค่ะ พวกลูกไก่ที่อยู่ในคอกก็เริ่มหนาว ภาษาบ้านเราก็ไก่เหงาอ่ะค่ะ แม่มันก็เหงา อาจเพราะคนละสถานที่ด้วย ตาพึ่งได้มาช่วงปีใหม่ ลูกไก่ตายไป3-4ด้วยแล้วค่ะ ทำไงดี น้องจะรอดไหมคะะ																															",0,0,"['0', '0', '0', '0', '0', '0']","['ช่วยเหลือสัตว์', 'วรายุฑ มิลินทจินดา (ไก่)', 'สัตวแพทย์']",01/12/2021 11:40:14,https://pantip.com/topic/40444231,https://f.ptcdn.info/229/072/000/qmt0xo7sg4ued8dvYX6-o.jpg
36,เมนูแซ่บๆ ต้มยำกะเพราไก่,สมาชิกหมายเลข 1610261,1610261,"
								Covid-19 เมนูแต่ละวันทำอะไรกินกันบ้างครับ 
 
เมนูวันนี้ของผม
1 ต้มยำกะเพราไก่คล้ายๆไก่ใต้น้ำ
2 กะเพราหมูสับเมนูแซ่บๆง่ายๆครับ																															",0,0,"['0', '0', '0', '0', '0', '0']","['อาหารไทย', 'เครื่องครัว', 'ทำอาหาร', 'เมนูอาหาร']",05/01/2021 19:03:14,https://pantip.com/topic/40679297,https://f.ptcdn.info/344/073/000/qsfg1xjqt4yil3P6GCs-o.jpg
37,ไก่ หรือ ไข่ เกิดก่อนกัน,สมาชิกหมายเลข 6324396,6324396,"
								ไก่ หรือ ไข่ เกิดก่อนกัน เขียนคำตอบในช่องคอมเมนท์นะครับ																															",0,0,"['0', '0', '0', '0', '0', '0']",[],04/07/2021 20:17:37,https://pantip.com/topic/40629246,no img
38,หมาหลุดไปกัดไก่ชาวบ้านทำยังไง,สมาชิกหมายเลข 6416743,6416743,"
								หมาไปกัดไก่ตีชาวบ้าน  2หลัง
1. หมาไปกัดไก่ตี  ตัวโต  แต่ไม่ตาย  เขาเรียนกค่าเสียหาย 2,000
2. หมาไปกัดไก่ตัวเล็ก ตัวเมีย เขาบอกว่าเป็นแม่พันธ์ไก่  เขาเรียกค่าเสียหาย 2,000
3. หมาไปไล่ไก่ไม่แน่ใจว่าไก่หายไปไหน  ไม่แน่ใจว่าโดนกัด แต่คาว่าโดนแต่ไม่รู้ไก่ไปไหน  ตัวใหญ่ 3,000
รวม  7,000 บาท  เราตงจ่ายขนาดเลยใช่ไหมค่ะ  ขอความเห็นหน่อยค่ะ  คือหมามันหลุด  เห้อ																															",0,0,"['0', '0', '0', '0', '0', '0']","['สุนัข', 'ช่วยเหลือสัตว์']",04/22/2021 00:19:31,https://pantip.com/topic/40657749,no img
39,แม่ไก่เริ่มกกไข่ตอนไหน,สมาชิกหมายเลข 6392326,6392326,"
								อยากทราบว่าแม่ไก่เริ่มกกไข่ตอนไหน เคยได้ยินคนบอกมาว่าแม่ไก่จะเริ่มกกไข่เมื่อออกไข่ครบแล้วจริงหรือไม่(ไก่แจ้)?																															",0,0,"['0', '0', '0', '0', '0', '0']",[],04/04/2021 21:57:21,https://pantip.com/topic/40623461,no img
40,บาซิลิสก์เป็นไก่หรือเป็นงู?,สมาชิกหมายเลข 4958800,4958800,"
								ไก่หรืองู!																															",0,0,"['0', '0', '0', '0', '0', '0']","['การศึกษา', 'สวนสัตว์', 'สัตว์ป่า', 'สัตว์ปีก']",10/24/2020 15:28:56,https://pantip.com/topic/40278236,no img
41,สุดสะพรึง! ไก่แปลงร่าง จากตัวใหญ่กลายเป็นไก่ตัวน้อยๆน่ารัก,สมาชิกหมายเลข 6085534,6085534,"
								สั่งซื้อไก่ย่างจากเจ้านึงชื่อดังมาก ในรูปคือไก่ชิ้นใหญ่ๆ น้ำลายไหล น่ากิน คิดไว้แล้วว่าอาจจะเล็กกว่าในรูปหน่อยก็ไม่เป็นไรหรอกแบบว่า 130 บาท6ชิ้น มันก็อาจจะชิ้นไม่เล็กมากหรอกในรูปคงจะแต่ง คิดในแง่ดีไว้นะ
พอของมาถึง เตรียมข้าวพร้อม แกะกล่อง พบกับความหดหู่ใจเป็นอย่างยิ่ง น่าสะกิดใจเป็นอย่างมาก ไก่ที่ได้มานั้น มันคือน่องไก่น้อยๆน่ารักๆ ไก่ตัวน้อยผู้น่าสงสาน มันคือลูกไก่น้อยที่น่าเอ็นดู พอเอามาย่าง ทำให้ความใหญ่หดลงรึไม่ เล็กขนาดเล็กกว่าซองซอสพริกที่ให้มา น่าสงสารจริงๆเจ้าไก่น้อย~ 
																															",1,4,"['2', '2', '0', '0', '0', '0', '30', '0', '0', '0', '0', '0', '10', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '0']","['อาหาร', 'ร้านสะดวกซื้อ', 'ทำอาหาร', 'เมนูอาหาร', 'ร้านอาหาร']",03/31/2021 18:09:59,https://pantip.com/topic/40615196,https://f.ptcdn.info/019/073/000/qqtyyn5i3r7L7n68fEr0-o.jpg
42,สงสัยในการทานข้าวมันไก่,สายรุ้งสีหม่น,624028,"
								คือว่า เกิดความอยากรู้ว่า ในการทานข้าวมันไก่ ส่วนใหญ่เค้าจะทานกันแบบไหน
ระหว่าง เอาน้ำจิ้มราดกินทีละคำ กับเอาน้ำจิ้มคลุกข้าวทั้งหมดแล้วทาน 

																															",0,0,"['0', '0', '0', '0', '0', '0']","['อาหาร', 'อาหารจานเดียว', 'อาหารเดลิเวอรี', 'Street Food']",03/24/2021 07:37:43,https://pantip.com/topic/40600095,no img
43,แมวคนอื่นมากินลูกไก่เรา,สมาชิกหมายเลข 4301904,4301904,"
								บ้านเราเลี้ยงไก่ค่ะ แล้วเรามีลูกไก่2ตัวที่แม่ไก่ทิ้ง เราเลยเลี้ยงไว้ ปกติเราขังไว้ในกรงเพราะถ้าปล่อยแล้วไล่ตามจับยากแต่เผอิญวันนี้ซี่กรงหลุดแล้วลูกไก่หลุดกรงออกมาได้ค่ะ แล้วจู่ๆก็มีแมวจากไหนไม่รู้มากระโจนแล้วงับลูกไก่เราไป1ตัว งับที่ประตูหน้าบ้านเราเลยค่ะ อยากตามไปช่วยค่ะแต่ไม่ทันแล้วลูกไก่ที่อยู่ในปากแมวคอห้อยต่องแต่งไปแล้วค่ะ สงสารจับใจ น้ำตาจะไหล เราแม่แล้วก็อาเลยเดินไปถามถามคนในระแวกบ้านว่าแมวตัวนี้เป็นแมวของใคร แต่ไม่มีใครแสดงความเป็นเจ้าของเลย และคิดว่าไม่ใช่แมวจรด้วยเพราะตัวอ้วนท้วนขนสวย เราโกรธแมวมากเลยค่ะ มาครั้งหน้าเรากะจะเอาให้ตายเลย  เพราะนี่ไม่ใช่ครั้งแรกที่มากินไก่บ้านเรา ไก่คอกก่อนๆเราก็โดนกินไปจนเหลือไม่กี่ตัว
ถ้าฆ่าแมวมันจะผิดมั้ยคะ เพราแมวมากินไก่เราก่อน เราไปถามหาเจ้าของแล้วแต่ไม่มีใครรับอีก แล้วถ้าใครที่รักแมวไม่อยากให้เราฆ่ามีวิธีป้องกันไม่ให้แมวคนอื่นมากินลูกไก่เรามั้ยคะ																															",0,0,"['0', '0', '0', '0', '0', '0']","['แมว', 'สัตว์เลี้ยง']",01/03/2021 18:01:10,https://pantip.com/topic/40424991,no img
44,สุ่มไก่แบบลวด ร้าน่ค้าต่างๆหาวัสถุดิบจากที่ไหนนำมาทำสุ่มไก่อ่ะครับ,ยาวไปๆ,4883169,"
								สุ่มไก่แบบลวด ร้าน่ค้าต่างๆหาวัสถุดิบจากที่ไหนนำมาทำสุ่มไก่อ่ะครับ																															",0,0,"['0', '0', '0', '0', '0', '0']","['ไก่ชน', 'อาหารฟาสต์ฟู้ด', 'งานฝีมือ']",02/24/2021 09:11:13,https://pantip.com/topic/40541522,no img
45,เช่าเล้าไก่,สมาชิกหมายเลข 2819058,2819058,"
								ตอนนี้ทำงาน อยากเช่าเล้าไก่เนื้อสนใจจริงๆค่ะ
 และตอนนี้ยังไม่มีงบพอจะสร้างโรงเรือนเอง
ใครมีให้เช่าบ้างไหมค่ะ แท็กไม่ถูดค่ะขออภัยด้วยนะคะ																															",0,0,"['0', '0', '0', '0', '0', '0']",['ระบบการจัดการสิ่งแวดล้อม'],10/20/2020 09:18:47,https://pantip.com/topic/40269656,no img
46,รำคานไก่ข้างบ้านมาก จะบอกลุงเจ้าของไก่ยังไงดี.,สมาชิกหมายเลข 6320174,6320174,"
								เรื่องของเพื่อนบ้าน!!!!!!
ข้างบ้านผมเป็นพื้นที่ว่างๆ ที่ดินเปล่ากว้างประมาณ3เมตร  อยู่ระหว่างบ้านลุงกับป้าคู่นี้กับบ้านของผมครับ!!!!!!
ช่วงแรกๆก็เป็นดินโล่งๆ สามารถทำที่จอดรถได้.  แต่ผมก็ไม่เคยสนใจอะไร. และไม่เคยมีปัญหากับเพื่อนบ้าน. 
จนถึงวันที่โควิดระบาดหนักรอบแรก.  ลุงกับป้าข้างบ้านเริ่มหากิจกรรมยามว่าง. ด้วยการลุงทุนซื้อดิน กระถางต้นไม้  เมล็ดพันธ์พืชเช่นถั่วพลู ถั่วฝักยาว. พริกขี้หนู ผักคน้า ตะไคร้ ใบเตย มะนาว. และอีกมากมาย..
ช่วงนั้นผมก็ยังคุยกับพวกท่านปกติดี. ป้ายังบอกให้ผม. เอาพริกเอาถั่วพูได้เลย. ยังฝากให้ช่วยรดน้ำให้ด้วย. ถ้าป้าไม่อยุ่บ้านติดๆกันหลายวันนะ!!!!!
ช่วงนั่นยังไม่มีปัญหาอะไร. มาช่วงหลังลุงแกเลี้ยงไก่
และไก่ลุงชอบขึ้นบนหลังคารถผม. รถเป็นรอยขีดๆหมดเลยรู้เป่า เบาะมอเตอร์ไซก็เหมือนกัน. ไก่มันขึ้นไปจิกๆเขี่ยๆไม่รู้ทำท่าไหน เบาะเป็นรูฉีกขาดหมดเลย...
ปัญหาเรื่องขี้ไก่ไม่ต้องพูดถึง. ผมปล่อยผ่านยอมล้างขี้ไก่ดีกว่าไม่อยากทะเลาะกับคนแก่.  ผมเคยแกล้งพูดหยอกลุงครั้งนึง ว่า.....
:ไก่นี้ไม่รุ้ของใคร. เจ้าของปล่อยได้ไง. รถเป็นรอยไหนจะขี้ไก่อีก  ลุงรุ้มั้ยว่าไก่ของบ้านไหนกันนะ??? ถ้าทนไม่ไหวจะจับต้มขมิ้นแน่ คอยดูนะลุง!!!
:ลุงเงียบ””””””””!!
:ลูกชายลุงพูดแทรกว่า ไก่ของบ้านริมสุดในซอย เจ้าของไม่ค่อยอยู่บ้าน จับเลย จับทำซุปเลย  (เหมือนประชด!!!!)
:ผมแกล้งขำ แล้วเดินกลับบ้าน”
-_-“

.....อีกปัญหาก็คือลุงแกสร้างบ้านให้ไก่อยู่เนี้ยสิ่!!!
ดันสร้างติดกับผนังบ้านผม. หลังที่1ติดผนังห้องนอนผม 
หลังที่2ติดผนังห้องครัว...ใช่ครับเรื่องแค่นี้เอง????
คือไก่มันร้องไม่รู้จักเวลา. ตี3มันก็เริ่มร้อง ไก่ขันปลุกทั้งวัน. มันสะบัดปีก คือมันรบกวนเวลานอน. มันรบกวนทุกเวลา  คือลุงแกเลี้ยงน่าจะหลายตัว. คิดดูว่ามันขันทั้งวัน ตัวเมียร้องทั้งวัน. วันอาทิตย์คือวันหยุดของผม. ไม่มีหรอกคับจะได้นอนตื่นสาย. เพราะตี3ตี4  ไก่ลุงขันปลุกให้ไปตักบาตอะนะ
ช่วงบ่ายก็นอนไม่ได้ ขันเรียกอยู่นั้นแหละวุ้🥱

ผมแค่อยากขอความคิดเห็นเพื่อนๆหน่อยครับ
ผมจะแก้ปัญหากับไอเจ้าบ้านไก่2หลังนี้ยังไงครับ?
มีวิธีพูดกับลุงยังไงบ้างครับ. ผมอยากให้ลุงเข้าใจผมด้วย...
จะบอกลุงยังไงดีครับ. ผมอยากให้ลุงย้ายไก่ไปอยู่ฝั่งบ้านลุง  
ถ้าลุงยังดื้อ ผมขออนุญาตจับไก่ลุงทำโทษ  ด้วยกันเอาไปต้มขมิ้นนะครับ5555																															",0,0,"['0', '0', '0', '0', '0', '0']","['การก่อสร้างและต่อเติมอาคาร', 'ที่ดิน', 'ร้องทุกข์', 'ปัญหาสังคม', 'บ้าน']",02/14/2021 06:27:37,https://pantip.com/topic/40519114,no img
47,ทำไมขาหลังเเมวเหมือนขาไก่ครับ,สมาชิกหมายเลข 6259595,6259595,"
								ใครที่มีคำตอบบอกหน่อยครับ
พึ่งมารู้ว่ามันมีขาเหมือนไก่จนบางครั้งผมนึกว่าขาไก่																															",0,0,"['0', '0', '0', '0', '0', '0']",[],01/25/2021 11:43:33,https://pantip.com/topic/40474029,no img
48,ไก่โดนตี,สมาชิกหมายเลข 5860867,5860867,"
								พอดี 
ไก่ที่บ้านมันเดินไม่ได้คะก่เลยจับใส่ไว้ในตะกร้าแล้วตอนเย็นกลับมาเห็นไก่หลุดออกมาน่าจะโดนไก่อีกตัวตีคะมีวิธีรักษาเบื้องต้นไหมคะ
ช่วยด้วยค่ะ																															",0,0,"['0', '0', '0', '0', '0', '0']",[],09/10/2020 18:18:33,https://pantip.com/topic/40188604,https://f.ptcdn.info/855/070/000/qgfwq43pqn6y9fXCoZdx-o.jpg
49,ไก่จะกลับมาไหม,สมาชิกหมายเลข 5871506,5871506,"
								พอดีว่าผมมีไก่ชนอยู่ตัวหนึ่ง มันนอนบนต้นไม้
แล้วผมพยามจะจับมันแต่พลาด วิ้งหายไปหลังบ้าน เลยอยากทราบว่าในคืนนี้มันจะกลับมาไหม																															",0,0,"['0', '0', '0', '0', '0', '0']","['ไก่ชน', 'สัตว์เลี้ยง']",11/01/2020 19:21:12,https://pantip.com/topic/40294554,no img
