num,title,author,author_id,story,likeCount,emocount,allemos,tags,dateTime,post_link,img_src
50,รูปไก่ไข่อารมณ์ดี,Adisorn5,2548932,"
								
วันนี้เอารูปไก่ไข่อารมณ์ดีมาให้ชมครับ ดูภาพเคลื่อนไหวได้ที่https://youtu.be/NAF_IEwllvg

    ขอบคุณสำหรับการรับชมวันหน้าเดี๋ยวเอามาให่ชมอีกครับเกษตรท้ายบ้าน																															",1,2,"['2', '0', '0', '0', '0', '0']","['เกษตรอินทรีย์', 'ภาพถ่าย']",10/13/2020 15:54:25,https://pantip.com/topic/40256877,https://f.ptcdn.info/246/071/000/qi4tsi3o5qii0ifIt5Eu-o.jpg
51,"ร้านไก่จงเจริญ
#nct",สมาชิกหมายเลข 6286830,6286830,"
								คือเราอยากรู้มากเลยอะค่ะว่าร้านไก่จงเจริญ(nct)​คืออะไรหรอคะ																															",0,0,"['0', '0', '0', '0', '0', '0']",[],01/24/2021 21:08:30,https://pantip.com/topic/40472825,no img
52,การเลี้ยงไก่ด้วยหนอนแมลงวัน ไก่จะสกปรกไหมคะ,อวัยวะชิ้นนั้น,575188,"
								โรคภัยไข้เจ็บสู่ไก่ สู่คนกิน หรือไม่เป็นไรคะ																															",0,0,"['0', '0', '0', '0', '0', '0']","['สัตว์เลี้ยง', 'สัตว์ปีก', 'อาหารสัตว์']",12/05/2020 17:20:42,https://pantip.com/topic/40366917,no img
53,สก๊อตซุปไก่สกัด,สมาชิกหมายเลข 5676251,5676251,"
								คือเราเอาสก๊อตแช่ไว้ในตู้เย็นมาครึ่งปี
อยากทราบว่ายังทานได้อยู่ไหมคะ																															",0,0,"['0', '0', '0', '0', '0', '0']","['อาหาร', 'อาหารเพื่อสุขภาพ']",12/15/2020 16:01:59,https://pantip.com/topic/40386740,no img
54,สุนัขไล่ไก่ของข้างบ้านเพราะไก่มาเเย้งข้าวมันกินผิดไหม,สมาชิกหมายเลข 5401134,5401134,"
								บ้านเราจะให้ข้าวสุนัขหน้าบ้านพอมันอิ่มมันก็จเเยกย้าย สักพักไก่ของข้างบ้านก็จะมาหน้าบ้านเรา ไม่หนำซ้ำก็ขี่ใส่หน้าบ้านด้วย เเล้วไล่ซึ่งหมาเรามันตอบโต้ มันเห็นเราไล่มันก็จะไล่เหมื่อนกัน นานๆไปเราเเถบไม่ต้องออกเสียงถ้าไก่มาบริเวณหน้าบ้านสุนัขเราจะวิ่งไล่ทันที เเต่ขอบอกนะคะ หมาเราไม่เคยไปกัดไก่เขาเลยมันเเค่ไล่ ทุกครั้งที่เจ้าของไก่เห็นก็จะวิ่งออกมาเเล้วเอาก่อนหินก่อนใหญ่ปาใส่หมาเรา เเละหมาเราตอนนี่เเก่มาก โดนนิดโดนหน่อยมาก็เจ็บเเล้ว เเล้วเห็นหมาโดนปาหินใส่ เราเลยได้ทะเลาะกับเขาเเล้วเราเป็นเด็กขอบเขตของการเทียงเลยได้ไม่เยอะ เขาก็ด่าเอาด่าเอาบอกให้เอาตำรวจมาคุยเลยด่านูนด่านี่ว่าเราเป็นเด็กมาพูดใส่เเกเเบบนี้ได้ไง คือเราบอกว่า หินก้อนก็ใหญ่มาปาใส่มันลองคิดว่าตัวเองโดนปาสิจะเจ็บไหม เเกก็เเร็ปดาไปเลยไม่รู้จบ เรารำคาญมากเลยผู้ใหญ่ที่ไม่ฟังเด็กอะ เราอยากถามถ้าเราเอาตำราจมาจริงๆเราจะผิดใหม																															",0,0,"['0', '0', '0', '0', '0', '0']","['สุนัข', 'เพื่อนบ้าน', 'สัตว์เลี้ยง']",02/21/2021 11:34:09,https://pantip.com/topic/40535161,no img
55,เลี้ยงไก่ไข่แต่ไข่ขาวไม่อร่อย,สมาชิกหมายเลข 3816033,3816033,"
								เลี้ยงไก่ไข่แต่ไข่ขาวไม่อร่อย
เวลาทำไข่เจียวไม่เห็นความต่างนะครับ
ไข่ดาวไข่ต้มจะมีผลมาก
เวลานำไปต้มเวลาปอกเปลือกเนื้อจะเละๆไม่ค่อยตึงปอกยากมาก
เวลาทำไปทอดไข่ดาวไข่ขาวเนื้อจะไม่ค่อยตึง
เกิดจากอะไรครับต้องแก้ไขยังไงครับ																															",0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",['สัตว์เลี้ยง'],12/18/2020 12:29:09,https://pantip.com/topic/40392988,no img
56,ผัดดอกกะหล่ำใส่ไก่,สมาชิกหมายเลข 6080047,6080047,"
								ผัดดอกกะหล่ำใส่ไก่​ เมนูง่ายๆ​ สำหรับมือใหม่ที่กำลังหัดทำอาหาร​ วัตถุดิบไม่มาก​ วิธีทำง่ายๆค่ะ​ และมีประโยชน์อีกด้วยค่ะ
 


📌📌วัตถุดิบ/ส่วนผสม📌📌

.ดอกกะหล่ำ
.มะเขือเทศ
.เห็ดชิโมจิ
.ต้นหอม
.ไก่​                       400​ กรัม
.กระเทียมสับ​           1​ ช้อน
.ซีอิ๊วขาว​                  3​ ช้อน
.ซอสหอยนางรม​      2 ช้อน
.น้ำมันพืช​                  2​ ช้อน
.น้ำตาลทราย​            1​ ช้อน

📌📌วิธีทำ📌📌

.เตรียมหั่นไก่​ และวัตถุดิบที่จะต้องใช้ให้พร้อมนะคะ

.ใส่น้ำมันในกระทะ​ เมื่อน้ำมันร้อน​ ใส่กระเทียมลงไปผัดให้หอมเลยค่ะ
 


.หลังจากนั้น​ ใส่เนื้อไก่ลงไป​ ผัดให้ไก่สุกเลยนะคะ

 

.เมื่อไก่สุก​ ใส่ดอกกะหล่ำลงไป

 

.ตามด้วยเห็ดชิโมจิ

 

.มะเขือเทศ

 

.หลังจากนั้นก็ผัดให้ผักสุกเลยนะคะ

 

.เมื่อผักสุก​ เรามาปรุงรสกันค่ะ​ ใส่น้ำมันหอยลงไป
 

.ตามด้วย​ ซีอิ๊วขาว

 

.น้ำตาลทราย

 

.ผัดส่วนผสมให้เข้ากัน​ เมื่อน้ำในผัดเดือด​ ก็ยกลงได้ค่ะ

 

.ถ้าเพื่อนๆชอบผักที่นิ่มๆ​ ก็ผัดต่ออีกได้เลยนะคะ​ ตามชอบเลย​ แค่นี้ก็เสร็จแล้ว​ ง่ายมากค่ะ
 


วิธีทำแบบวิดีโอ⬇️

สูตรอาหารต่างๆ⬇️
https://youtube.com/channel/UCv_sTXLkMSB3E8XdvOY9X7w																																	   แก้ไขข้อความเมื่อ   
							",1,4,"['4', '0', '0', '0', '0', '0']","['อาหารไทย', 'ทำอาหาร', 'อาหาร', 'เคล็ดลับก้นครัว', 'เมนูอาหาร']",12/25/2020 14:51:50,https://pantip.com/topic/40407281,https://f.ptcdn.info/058/072/000/qlvypoet1Hi5jIpq8gL-o.jpg
57,ว่าด้วยเรื่อง ยำไก่,สมาชิกหมายเลข 6118690,6118690,"
								ทุกคนนนน เรากำลังกินข้าวแล้วแบบ เอิ่มมันน่าคิดนะ ก็เลยจะชวนคุยค่ะ เราซื้อแกงมาถุงนึง ชื่อ แกงยำไก่ มันอร่อยมากนะคะ แต่ว่าเพื่อนๆเจอปัญหานี้หรือเปล่าคะ นอกจากกินน้ำ นอกนั้นก็ได้แต่แทะเข่าไก่ มียำไก่ที่ใช้น่องไก่หรือเปล่าคะ ตั้งแต่กินมา เห็นใช้แต่กระดูกไก่ ฉบับแบบเลาะเนื้อสะอาดสุดๆ มีแต่กระดูกจริงๆ ถ้าได้เนื้อก็เปื่อยจนละลายไปกับน้ำแกง จะมีเหลือก็แต่หนังไก่กับตูดไก่ แต่น้ำแกงยำไก่อร่อยจริงๆนะคะ แค่นี้แหละคะ อิอิ ใส่รูปไม่ได้เสียใจจัง อุตส่าห์เป็นมื้อแรกของวันเลยนะเนี่ย😁🤣																															",0,0,"['0', '0', '0', '0', '0', '0']","['เมนูแกง', 'อาหารไทย']",11/01/2020 20:40:05,https://pantip.com/topic/40294729,no img
58,หมากัดไก่  ใครผิด??,สมาชิกหมายเลข 4205994,4205994,"
								ที่บ้านเรามีหมา5ตัว  ตัวหนึ่งล่ามไว้ตลอด เพราะมันชอบกัดไก่  แต่วันนี้หมาอีกตัวกัดไก่คนแถวบ้าน เพราะมันขัน  มันคุ้ยเขี่ยในบริเวณบ้านเรา และมีอีกครั้งหนึ่ง เรายืนอยู่ข้างบ้าน อยู่ไก่ก็กระโดดมาจากต้นไม้  เกือบโดนเรา หมาเราก็อยู่ มันตกใจก็ไล่กัดจนตาย ส่วนมากเราจะขังหมาไว้ในบ้านเกือบทั้งวัน  ปล่อยบ้างบางครั้ง เพราะเราขี้เกียจจะไล่กาไก่ที่มาคุ้ยเขี่ยผัก เศษอาหารในบ้านเรา อยากรู้ว่าหมาเราผิดไหม? ??หรือจะทำยังไงกับเจ้าของไก่ดี  เคยพูดกับเขาหลายครั้งแล้ว  พูดทีก็จับไป วันต่อมาก็มาบ้านเราเหมือนเดิม บ้านเราไม่ได้เลี้ยงไก่ เพราะไม่ชอบ ที่มันขี้เรี่ยราด.																															",0,0,"['0', '0', '0', '0', '0', '0']","['สุนัข', 'สัตว์เลี้ยง', 'เพื่อนบ้าน']",02/20/2021 13:41:53,https://pantip.com/topic/40533260,no img
59,ทำไมตบไก่แล้วมันสุกได้,สมาชิกหมายเลข 6266337,6266337,"
								คืองงมากครับตบไก่แล้วทำให้สุกใครเป็นคนต้นคิดความเชื่อผิดๆแบบนี้ครับก็จริงอยู่ที่ทำให้เกิดความร้อนได้แต่ต้องตีให้เร็วเกินกว่าที่คนปกติจะทำได้หลายเท่าอยู่นะหรือไม่ก็ต้องเป็นไททัน60ม. อะครับซึ่งก็แปลว่าทำไม่ได้ใช่ไหมครับแล้วใครที่ต้นคิดเรื่องโง่ๆแบบนี้หรอครับไม่ว่าจะตบกี่ทีมันก็ไม่มีทางหรอกครับทำไปก็ไรความหมายตั้งกระทะทอดก็ได้ก็ไม่ทำ																															",0,0,"['0', '0', '0', '0', '0', '0']",['อาหาร'],01/18/2021 01:10:31,https://pantip.com/topic/40456831,no img
60,ขอถามเซียนไก่หน่อยคับ อาการไก่โดนวางยา,สมาชิกหมายเลข 6275349,6275349,"
								คือวันนี้ผมไปตีไก่มา ผมมั่นใจว่าผมเลี้ยงไปดี
แต่ต้นอันประมาน 5 นาทีแรกไก่มีอาการ หอบ
เช็ดนำ้ค่อยข้างเปียก แล้วไก่ก็ไม่ค่อยบินทุกอย่าง
ช้าหมด ซึ่งไก่ตัวนี้เป็นไก่โยกค่อนข้างไว แต่นี้ไม่โยก
เดินไปให้เค้าเตะ แล้วก็หมดอัน ก็เช็ดนำ้พักไก่ปกติ
ไก่หน้าใส ขัน แต่พอเช็ดนำ้เสร็จ ปล่อยวาง ตี2ลำ
แล้วจ้องแล้วก็วิ่งเลย  ช่วยแนะนำหน่อยคับ																															",0,0,"['0', '0', '0', '0', '0', '0']","['ไก่ชน', 'สัตว์เลี้ยง']",01/18/2021 00:25:18,https://pantip.com/topic/40456768,no img
61,รบกวนสอบถามไก่ที่เอามาย่างค่ะ,angco,325561,"
								สอบถามหน่อยค่ะ ไก่ที่เอามาย่างตัวเล็กๆไม่ถึงโล เค้าเรียกว่าไก่อะไรและซื้อได้ที่ใหนค่ะ ขอบคุณล่วงหน้าค่ะสำหรับคำตอบ																															",0,0,"['0', '0', '0', '0', '0', '0']","['ทำอาหาร', 'อาหารไทย']",12/30/2020 14:15:42,https://pantip.com/topic/40417607,no img
62,ปกติแล้วคนเราเลือกกินไก่จากสายพันธ์ของไก่กันไหมคะ,pblueboice,2100563,"
								ขอรบกวนขอสอบถามค่ะ 

อย่างเจ้าของกระทู้ปกติก็จะซื้อกินจากในห้างของแบรนด์ต่างๆ เข้าใจว่าก็เป็นไก่เนื้อที่เลี้ยงแบบอุตสาหกรรมนี่แหละ
แต่พอดีมีคุยกับญาติๆที่บ้าน เขาก็จะบอกว่าอย่างช่วงไหว้ตรุษจีนสารทจีนก็จะใช้ไก่บ้านมาต้มแล้วไหว้เจ้าเอานะ บอกว่ารสชาติอร่อยกว่า ส่วนไก่เนื้อก็มีซื้อแต่จะเอาไปต้มแล้วให้คนงานที่บ้านกินมากกว่า 

เข้าคำถามเลยค่ะ อยากรู้ว่าในห้องนี้มีใครเลือกกินไก่จากสายพันธ์บ้างคะ? อย่างไก่บ้านนี่ทำไมคนถึงเลือกทานกันเหรอคะ? 
แล้วคนที่ทานไก่บ้านเป็นประจำ เป็นเพราะว่ารสชาติอร่อยกว่าไก่เนื้อปกติไหมคะ?

ปล. แอบอยากลองซื้อไก่บ้านมาทำอาหารดูบ้าง มีท่านไหนพอจะมีคำแนะนำบ้างคะ																															",0,0,"['0', '0', '0', '0', '0', '0']","['วัตถุดิบทำอาหาร', 'อาหารจีน', 'วันตรุษจีน', 'อาหาร', 'อาหารไทย']",01/11/2021 01:33:16,https://pantip.com/topic/40441431,no img
63,กินซุปไก่สกัดแล้วนอนไม่หลับ,สมาชิกหมายเลข 5300551,5300551,"
								คือผมกินซุปไก่สกัดก่อนนอน แล้วนอนไม่หลับเลย ตาหลับแต่สมองคิดไปทั่วเลย
มันเกี่ยวไหมครับ กินซุปไก่สกัดแล้วนอนไม่หลับ																															",0,0,"['0', '0', '0', '0', '0', '0']",['สุขภาพกาย'],11/21/2020 09:02:55,https://pantip.com/topic/40335881,no img
64,พ่อไก่ ผสม ลูกตัวเองได้มั๊ย?,สมาชิกหมายเลข 6017729,6017729,"
								ลูกไก่ที่ฟักออกมาจะมีผลอะไรบ้าง
คือที่บ้านเลี้ยงไก่บ้าน และพ่อไก่จะมีแค่ตัวเดียว แม่ไก่จะมีเกือบ10ตัว โดยพ่อไก่ตัวนี้ตัวเดียวผสมแม่ไก่ทุกตัว

หลังมานี้มีแม่ไก่ตัวใหม่ที่เป็นรุ่นลูก พ่อไก่ผสมลูกตัวเอง กกไข่ไปแล้ว 1 ตัว กำลังวางไข่อีก 2 ตัว																															",0,0,"['0', '0', '0', '0', '0', '0']","['สัตว์ปีก', 'ชีววิทยา', 'คณะสัตวศาสตร์และเทคโนโลยีการเกษตร', 'กรมปศุสัตว์', 'สัตว์เลี้ยง']",11/28/2020 12:19:58,https://pantip.com/topic/40351680,no img
65,อยากทราบว่าSpamมีไก่ไหมคะ?,สมาชิกหมายเลข 6450304,6450304,"
								ตามหัวข้อเลยค่ะ อยากทราบว่าspamมีไก่ไหม ถ้ามีจะสามารถซื้อที่ไหนคะ #spam																															",0,0,"['0', '0', '0', '0', '0', '0']","['ทำอาหาร', 'วัตถุดิบทำอาหาร']",05/12/2021 19:12:21,https://pantip.com/topic/40704055,no img
66,ปีกไก่บนทอดกรอบ,เด็กหงส์ราษฎรเสรี,604674,"
								เบื่อข้าวเลยหาปีกไก่มาทอดกินแกล้มโซดาซักหน่อย ทำง่าย ได้กินไว อย่าคิดเยอะ
 
 

กินครับ																															",0,0,"['0', '0', '0', '0', '0', '0']","['ทำอาหาร', 'เมนูอาหาร', 'เมนูทอด']",10/27/2020 20:39:14,https://pantip.com/topic/40284948,https://f.ptcdn.info/403/071/000/qiv4idnuwKh9aTnC3T7-o.jpg
67,ไก่ขนสุดท้าย ชนได้ไหม,สมาชิกหมายเลข 5871506,5871506,"
								ผมได้ไก่ขน3มาตัวหนึ่งครับ เป็นไก่พันดีราคาก็สุดๆเลยครับ ตอนแรกแค้อยากเอามาทำพันธุ์ แต่ก็อยากเห็นมันชนแต่ลองไปที่บ่อยเขาไม่กล้าเอาไก่ลองด้วย เพราะแค่ขนาดตัวก็ขามันก็น่ากลัวแล้ว ผมเลยอยากรู้ว่าไก่ขนสุดท้ายหรือ ไก่ที่แก่แล้วจะชนได้ไหมครับ																															",0,0,"['0', '0', '0', '0', '0', '0']",['ไก่ชน'],12/03/2020 20:52:42,https://pantip.com/topic/40363555,no img
68,หยุดปีใหม่ลองทำไก่ในตำนาน...ไก่อบฟาง,ดอกนางแย้ม,362190,"
								ช่วงปีใหม่ได้มีโอกาสกลับต่างจังหวัด
เลยอยากลองหากิจกรรมทำ งั้นลองทำไก่อบฟางดีกว่า
ให้ที่บ้านช่วยหาฟางข้างกับปิ๊ปให้
หาอุปกรณ์พร้อมแล้วลองทำกันเลย
รอบแรกหาไก่บ้านไม่ได้ เลยได้ไก่เนื้อมาแทน นำ้หนักประมาณ 2 กก.
ส่วนเครื่องเทศที่ใช้หมักไก่ก็รวมๆกัน อยากใส่อะไรก็ใส่

นำมาบดหยาบรวมกับผงกระหรี่และพริกปาปริกา


นำมาหมักข้ามคืนทั้งด้านนอกและด้านใน

ทดลองตั้งเทียบกับปิ๊ปนำ้มันพืชขนาด 18 ลิตร

ลองเผาดูไฟ


เริ่มของจริง
ตั้งไก่บนขวดน้ำที่มีน้ำอยู่ แล้วนำจานมารอง
นำปีปมาคลุม อุดดินรอบๆ
 

คลุมฟางบางๆแล้วจุดไฟ
 
ไฟจากฟางมอดแล้วระยะให้ปิ๊ปพอคลายร้อนแล้วลงฟางจุดไฟใหม่ลองสัก 3 รอบแล้วเปิดดูผลงาน
 
ยังไม่สุกนักเลยต้องอบต่ออีก 2 รอบ
ผลออกมาเป็นที่น่าพอใจ


จัดการสับ

ส่วนน้ำมันไก่ที่รองไว้บนจานก็นำมาทำเป็นข้าวอบมันไก่ต่อ


ถัดมาอีกวันคราวนี้ได้ไก่บ้าน เลยลองทำอีกครั้ง ไก่บ้านตัวนี้ น้ำหนักประมาณ 1.6 กก.

ลองตั้งเทียบขนาด

คลุมฟาง

จุดไฟ 4 รอบ


ผ่านไปประมาณ 30-40 นาที เปิดออกมา ตอนเปิดไก่ล้ม
																															",2,2,"['2', '0', '0', '0', '0', '0']","['อาหารไทย', 'อาหาร', 'อาหารพื้นบ้าน']",01/05/2021 12:15:29,https://pantip.com/topic/40428736,https://f.ptcdn.info/157/072/000/qmg3fe6s8u6pqEuY9oS6-o.jpg
69,[CR] ร้านไก่บอนชอน bonchon,onsenman,680812,"
																ร้านไก่บอนชอน bonchon 

ไก่ทอดคลุกซอส รสชาติใช้ได้ แต่ไม่ค่อยชอบ ไชเท้าดอง อันนี้แล้วแต่คนชอบ

หนังไก่ทอด เฉยๆ

ต็อกโบกีชีส รสชาติดี 

      									
										$(document).ready(function () {

											$('.sel').rating('readOnly', true);

										});
									
									
										 ชื่อสินค้า:   ร้านไก่บอนชอน bonchon 
										
										 คะแนน:     
													
																								
																								
																								
																								
																								
																								
																								
																								
																								
																						
										
											.samgee .review-section .remark-review {line-height: 1.563em; color: #ccc; font-size: 14px;}
											
										
										
										
																					 
											
											CR - Consumer Review : กระทู้รีวิวนี้เป็นกระทู้ CR โดยที่เจ้าของกระทู้
											
												- จ่ายเงินซื้อเอง หรือได้รับจากคนรู้จักที่ไม่ใช่เจ้าของสินค้า เช่น เพื่อนซื้อให้
												- ไม่ได้รับค่าจ้างและผลประโยชน์ใดๆ
											
																						
																																
																			
																																",1,4,"['4', '0', '0', '0', '0', '0']","['อาหารเกาหลี', 'อาหาร', 'ร้านอาหาร', 'ข้าวกล่อง Bento']",01/10/2021 15:52:09,https://pantip.com/topic/40440334,https://f.ptcdn.info/211/072/000/qmpn8nwc5HYvtpjogjI-o.jpg
70,ไก่มองจิกได้ไหม?,สมาชิกหมายเลข 6171100,6171100,"
								คือเรื่องนี้เราเห็นคนในเฟสโพสต์ว่า""เป็นไก่หรอมองจิกอยู่นั้นแหละ""เราก็เลยเกิดความสงสัยว่าจริงๆแล้วไก่มองจิกได้หรอคือเราสงสัยมากๆใครที่รู้ช่วยบอกบุญที😂																															",0,0,"['0', '0', '0', '0', '0', '0']",['ชีวิตวัยรุ่น'],01/11/2021 16:24:04,https://pantip.com/topic/40442584,no img
71,เวลาต้มหรือทอดน่องไก่หรือสะโพกไก่ จะมีก้อนเลือดซึมออกมา ทำให้ไม่น่ากิน,สมาชิกหมายเลข 4058066,4058066,"
								ถ้าต้ม น้ำจะดำ เป็นคราบ ถ้าทอด จะมีชิ้นเลือดดำๆ ไหม้ๆ ทางแก้คืออะไรครับ
ต้มน้ำซุปไม่ใส เวลาทอดไก่ก็ดูสกปรก ใช้ไฟอ่อนมากแล้ว ลวกไก่ก็แล้ว ยังเป็น

ร้านก้วยเตี๋ยว หรือร้านต้มไก่ชื่อดังแถววัดพระศรี ต้มไก่ออกมาสวยงาม น่ากินมาก ต้องใช้เทคนิคอะไรครับ																															",0,0,"['0', '0', '0', '0', '0', '0']","['ก๋วยเตี๋ยว', 'เมนูตุ๋น', 'อาหารคาว', 'อาหารไทย']",12/30/2020 15:43:11,https://pantip.com/topic/40417787,no img
72,อยากทำฟาร์ม​ไก่ไข่ต้องขออนุญาต​ใครบ้าง,สมาชิกหมายเลข 3063987,3063987,"
								ผมอยากเริ่มทำฟาร์ม​ไก่ไข่ควรขออนุญาต​ใครไหมจะเลี้ยงสัก2000-5000ตัว																															",0,1,"['1', '0', '0', '0', '0', '0']","['สัตว์เลี้ยง', 'วัตถุดิบทำอาหาร']",01/22/2021 08:29:01,https://pantip.com/topic/40466642,no img
